_id,nombre,frec,edad_media
3083,POMPILIO,9,55.11
3084,PRICILIANO,9,46.78
3085,PROCESO,9,56.11
3086,RADAMES,9,36.78
3087,RAFAEL ANDRES,9,42.44
3088,RAFAEL ARTURO,9,48.11
3089,RAFAEL GERARDO,9,44.33
3090,RAMON ADRIAN,9,39
3091,RAUL JAVIER,9,49
3092,RAUL ROBERTO,9,36.11
3093,RICARDO ERNESTO,9,38.44
3094,ROBERTO ARMANDO,9,43.89
3095,ROBERTO DANIEL,9,33.67
3096,ROBERTO IGNACIO,9,49
3097,ROCIO,9,38.4
3098,ROGELIO ALBERTO,9,35.33
3099,ROY,9,42.44
3100,RUBEN MANUEL,9,43.67
3101,RUFFO,9,53.22
3102,SALVADOR ENRIQUE,9,40.11
3103,SAUL ENRIQUE,9,43
3104,SERGIO A,9,46.78
3105,SERGIO GERARDO,9,39
3106,SERGIO HORACIO,9,47.67
3107,SERGIO IGNACIO,9,40.44
3108,SERGIO ISRAEL,9,34.22
3109,SERGIO MARIO,9,38.56
3110,SERGIO PABLO,9,46.89
3111,SINFORIANO,9,42.11
3112,TEODOMIRO,9,49.11
3113,TIBERIO,9,47.33
3114,TOMAS ANTONIO,9,35.78
3115,TRANSITO,9,52.25
3116,VICTOR IGNACIO,9,38.56
3117,WALBERTO,9,31.56
3118,WILIAN,9,40.56
3119,YSAIAS,9,49.44
3120,YSIDRO,9,51.33
3121,ZOSIMO,9,50
3122,ABDEL,8,39.56
3123,ACACIO,8,44.25
3124,ADRIAN GUADALUPE,8,36.75
3125,ALBERTO GUADALUPE,8,35.38
3126,ALBERTO ISAAC,8,42.62
3127,ALBERTO RENE,8,35.88
3128,ALDER,8,32.25
3129,ALDO EMMANUEL,8,27.25
3130,ALEJANDRO CRUZ,8,41.75
3131,ALEJANDRO MARTIN,8,46.62
3132,ALFONSO GUADALUPE,8,40
3133,ALFONSO JOSE,8,40.38
3134,ALVINO,8,44.38
3135,AMPELIO,8,50.88
3136,ANDRES ENRIQUE,8,41.88
3137,ANDRES FERNANDO,8,44.25
3138,ANDRES MARTIN,8,46.75
3139,ANGEL GUSTAVO,8,40.88
3140,ANGEL HUMBERTO,8,36.25
3141,ANGEL IGNACIO,8,40.62
3142,ANGEL URIEL,8,29
3143,ANTIOCO,8,49.75
3144,APARICIO,8,43.75
3145,ARELI,8,35.1
3146,ARMANDO ARTURO,8,44.38
3147,ARMANDO MANUEL,8,44.12
3148,ARMANDO RAFAEL,8,36.38
3149,ARTURO FERNANDO,8,47.88
3150,ARTURO MANUEL,8,42.5
3151,AUDELINO,8,43.38
3152,AUGUSTO CESAR,8,36.5
3153,AVELARDO,8,40.38
3154,AXAYACATL,8,37.75
3155,AZARIEL,8,48.5
3156,BAUDEL,8,31.62
3157,BELARMINO,8,54
3158,BENITO DE JESUS,8,33.62
3159,BLAS ANTONIO,8,42.62
3160,BOGAR,8,37.62
3161,BRICIO,8,47.12
3162,CARLOS ANGEL,8,35.5
3163,CARLOS ESTEBAN,8,40.88
3164,CARLOS HERIBERTO,8,35.5
3165,CARLOS HORACIO,8,37.38
3166,CARLOS JOEL,8,42.25
3167,CARLOS JULIAN,8,40.5
3168,CARLOS LORENZO,8,43.25
3169,CARLOS MOISES,8,37.25
3170,CARLOS NOEL,8,37.12
3171,CARLOS RENAN,8,43.75
3172,CARLOS RODOLFO,8,33.75
3173,CARLOS SANTIAGO,8,36.88
3174,CARLOS SAUL,8,39.62
3175,CARLOS VLADIMIR,8,30.62
3176,CESAR ABRAHAM,8,33.38
3177,CESAR DE JESUS,8,35.38
3178,CESAR JOEL,8,42
3179,CESAR RODRIGO,8,32
3180,CESAR ROGELIO,8,38
3181,CHRISTIAN EDUARDO,8,28.25
3182,CHRISTIAN JAVIER,8,28.12
3183,CRESENCIANO,8,45.62
3184,CRISTIAN ALEJANDRO,8,30.25
3185,CRUZ ENRIQUE,8,45
3186,CRUZ OMAR,8,33
3187,DANIEL ANGEL,8,43.5
3188,DAVID IGNACIO,8,36.62
3189,DAVID MOISES,8,36.12
3190,DIEGO FRANCISCO,8,33
3191,DOMINGO DE JESUS,8,43
3192,EDGAR ALAN,8,32.25
3193,EDGAR ALFREDO,8,32.5
3194,EDGAR ARIEL,8,37.62
3195,EDGAR BENJAMIN,8,39
3196,EDGAR ORLANDO,8,34.38
3197,EDGAR RUBEN,8,36.25
3198,EDIN,8,38.5
3199,EDUARDO FEDERICO,8,40.62
3200,EDUARDO SALVADOR,8,43.62
3201,ELEOCADIO,8,47.25
3202,ELESBAN,8,42
3203,ELMAR,8,42
3204,ERIC ALBERTO,8,34.12
3205,ERICK ANTONIO,8,27.88
3206,ERICK DAVID,8,30.62
3207,ERICK MANUEL,8,31
3208,ERIK DANIEL,8,28.62
3209,ERIK EDUARDO,8,30.38
3210,ERIK IVAN,8,30.12
3211,ERIK OMAR,8,32.5
3212,ERNESTO CARLOS,8,34.62
3213,ESAUL,8,41
3214,ESIQUIO,8,48.75
3215,EUFRACIO,8,46.38
3216,EULER,8,33.75
3217,EURIPIDES,8,46.5
3218,FCO. JAVIER,8,50.12
3219,FELICITO,8,46.38
3220,FELIPE MANUEL,8,43.5
3221,FELIPE NERY,8,41.12
3222,FERNANDO MIGUEL,8,39
3223,FIDELMAR,8,46.12
3224,FRANCISCO ABEL,8,39.62
3225,FRANCISCO ELIAS,8,45.38
3226,FRANCISCO EMMANUEL,8,30.88
3227,FRANCISCO GUSTAVO,8,46.38
3228,FRANCISCO IGNACIO,8,39
3229,FRANCISCO LEONEL,8,41
3230,FRANCISCO RODOLFO,8,41.38
3231,FRANK,8,36.62
3232,FREDY ANTONIO,8,35.75
3233,GABRIEL ARCANGEL,8,43.25
3234,GABRIEL EDUARDO,8,33.12
3235,GEOVANY,8,29.27
3236,GERARDO GUADALUPE,8,41.88
3237,GERARDO IGNACIO,8,33.75
3238,GERARDO MIGUEL,8,39.62
3239,GUILLERMO JESUS,8,42.88
3240,GUSTAVO ARMANDO,8,31.62
3241,GUTBERTO,8,45.38
3242,HANS,8,34.25
3243,HECTOR EFREN,8,47.5
3244,HECTOR ESTEBAN,8,36.5
3245,HECTOR JOEL,8,39.75
3246,HECTOR JULIAN,8,50
3247,HECTOR NOE,8,42.88
3248,HECTOR ROGELIO,8,38.62
3249,HECTOR SANTIAGO,8,45
3250,HUGO ADALBERTO,8,39.88
3251,HUGO MARTIN,8,40.5
3252,HUGO RENE,8,33.38
3253,HUGO RICARDO,8,42
3254,HUGO SALVADOR,8,45.38
3255,HUMBERTO ANTONIO,8,42.12
3256,HUMBERTO DE JESUS,8,40.5
3257,HUMBERTO MANUEL,8,38
3258,IMER,8,37.5
3259,IRVING URIEL,8,41.38
3260,IVAN ALFREDO,8,31.38
3261,IVAN ALONSO,8,35.25
3262,IVAN JESUS,8,32.62
3263,IVANHOE,8,33.88
3264,J ELEAZAR,8,48.75
3265,J JAIME,8,53
3266,J JUAN,8,49.75
3267,J. ANGEL,8,52.62
3268,J. LUZ,8,50.44
3269,J. MERCED,8,49.12
3270,J. SOCORRO,8,50.12
3271,JAHIR,8,32
3272,JAIME RAFAEL,8,41.88
3273,JAIME RUBEN,8,45.12
3274,JASSIEL,8,28.5
3275,JAVIER SALVADOR,8,43.12
3276,JESUS A,8,47
3277,JESUS AUGUSTO,8,41
3278,JESUS AURELIO,8,35.38
3279,JESUS CLEMENTE,8,38.88
3280,JESUS EDGARDO,8,34.62
3281,JESUS FIDEL,8,41
3282,JESUS FILIBERTO,8,36.75
3283,JESUS JUAN,8,49.25
3284,JESUS LEOBARDO,8,43.62
3285,JESUS PABLO,8,41.62
3286,JHONY,8,32.25
3287,JOAQUIN FERNANDO,8,48
3288,JOAQUIN MANUEL,8,48.62
3289,JOEL DAVID,8,36
3290,JOEL IVAN,8,30.5
3291,JORGE ADAN,8,34.75
3292,JORGE ANIBAL,8,49.75
3293,JORGE ANTONI,8,46.25
3294,JORGE CESAR,8,42.38
3295,JORGE EDGAR,8,38.75
3296,JORGE EMMANUEL,8,29.75
3297,JORGE JOSE,8,43.38
3298,JORGE MAURICIO,8,42.88
3299,JORGE OSVALDO,8,36.75
3300,JORGE PABLO,8,40.25
3301,JORGE RODOLFO,8,43.75
3302,JORGE ROLANDO,8,39.75
3303,JOSE ALAN,8,31.38
3304,JOSE ALBERT,8,42
3305,JOSE ALEJANDR,8,44
3306,JOSE AMILCAR,8,39.62
3307,JOSE ANIBAL,8,39.5
3308,JOSE ANSELMO,8,48.88
3309,JOSE ATILA,8,43.12
3310,JOSE BARTOLO,8,54.5
3311,JOSE CARMELO,8,45.62
3312,JOSE CIPRIANO,8,51.62
3313,JOSE CLAUDIO,8,57.62
3314,JOSE CONRADO,8,45.75
3315,JOSE ELEUTERIO,8,51.88
3316,JOSE EUSEBIO,8,45.62
3317,JOSE FIDENCIO,8,44.38
3318,JOSE FLAVIO,8,43.62
3319,JOSE FORTUNATO,8,41
3320,JOSE HIGINIO,8,43.62
3321,JOSE INOCENTE,8,48.38
3322,JOSE ISAURO,8,41.88
3323,JOSE J,8,43.5
3324,JOSE JESU,8,51.38
3325,JOSE MA.,8,53.25
3326,JOSE MACARIO,8,48.75
3327,JOSE MAN,8,47.75
3328,JOSE NABOR,8,49.62
3329,JOSE NESTOR,8,51.25
3330,JOSE SERVANDO,8,41.5
3331,JOSE SILVERIO,8,39.25
3332,JOSE TEOFILO,8,49.5
3333,JOSE VLADIMIR,8,33.88
3334,JOVANI,8,31
3335,JOVANNY,8,28.5
3336,JUAN ANTONI,8,51
3337,JUAN C,8,47.33
3338,JUAN ELEAZAR,8,44.25
3339,JUAN EMMANUEL,8,27.38
3340,JUAN EVERARDO,8,40.25
3341,JUAN FAUSTINO,8,39.12
3342,JUAN MAN,8,53.75
3343,JUAN MOISES,8,39.12
3344,JUAN NICOLAS,8,44.75
3345,JUAN SILVESTRE,8,38.25
3346,JUAN VALENTIN,8,32.12
3347,JULIAN ENRIQUE,8,36.88
3348,JULIO ALFREDO,8,41.75
3349,JULIO ANGEL,8,49.75
3350,KENNEDY,8,34.22
3351,LEO,8,41.9
3352,LEOVARDO,8,44.88
3353,LONGINO,8,48.75
3354,LORENZO ARTURO,8,44.12
3355,LORENZO DE JESUS,8,42.5
3356,LORENZO JAVIER,8,41.62
3357,LUCRECIO,8,47.5
3358,LUIS DARIO,8,40.75
3359,LUIS EDGARDO,8,45.62
3360,LUIS EDMUNDO,8,41.5
3361,LUIS FELIPE DE JESUS,8,47.12
3362,LUIS FIDEL,8,36.75
3363,LUIS GUADALUPE,8,49.75
3364,LUIS LEONARDO,8,39.25
3365,LUIS NOE,8,39.62
3366,LUIS URIEL,8,30.12
3367,MACRINO,8,51.88
3368,MANUEL ALONSO,8,35.12
3369,MANUEL DAVID,8,36.89
3370,MANUEL ESTEBAN,8,35.62
3371,MANUEL REYES,8,46.62
3372,MARCEL,8,34
3373,MARCO ALEJANDRO,8,41.25
3374,MARCOS DANIEL,8,34.5
3375,MARCOS DAVID,8,33.75
3376,MARCOS IVAN,8,28.62
3377,MARCOS JOSE,8,40.88
3378,MARCOS RAFAEL,8,41.62
3379,MARIO ANDRES,8,40.25
3380,MARIO FELIPE,8,47.38
3381,MARIO IGNACIO,8,42.38
3382,MARIO RICARDO,8,46.5
3383,MARTIN ARMANDO,8,38.75
3384,MARTIN DANIEL,8,43.75
3385,MARTIN GUILLERMO,8,45.12
3386,MARTIN GUSTAVO,8,44.88
3387,MARTIN IGNACIO,8,46.88
3388,MARTIN LORENZO,8,45.38
3389,MARTIN LUIS,8,43.12
3390,MARTIN OSCAR,8,44.25
3391,MATILDE,8,44.36
3392,MEDEL,8,38.5
3393,MEINARDO,8,49.12
3394,MIGUEL IVAN,8,28.88
3395,MIGUEL ROBERTO,8,40.88
3396,MOISES ALBERTO,8,44.38
3397,MOISES DE JESUS,8,42
3398,NAU,8,39.12
3399,NECTALI,8,36.75
3400,NEIL,8,38.75
3401,NESTOR MANUEL,8,38.75
3402,NOE GUADALUPE,8,41
3403,OCTAVIO AUGUSTO,8,38.75
3404,OEL,8,47.12
3405,OSCAR EDGARDO,8,37.38
3406,OSCAR EFRAIN,8,40.12
3407,OSCAR EMILIO,8,41.5
3408,OSCAR ISRAEL,8,32.62
3409,OSCAR JOAQUIN,8,38.62
3410,OSCAR NOEL,8,38
3411,OSCAR ROLANDO,8,39.5
3412,OSSIEL,8,31.38
3413,OVED,8,37.75
3414,PABLO GERARDO,8,46.5
3415,PABLO JESUS,8,34.62
3416,PABLO ROBERTO,8,43
3417,PASCASIO,8,49.88
3418,PEDRO ANDRES,8,40.88
3419,PEDRO BERNARDO,8,48.12
3420,RAFAEL ERNESTO,8,41.62
3421,RAFAEL IVAN,8,38.5
3422,RAMIRO DE JESUS,8,41
3423,RAMON ALFREDO,8,41.38
3424,RAMON IGNACIO,8,39.5
3425,RAUL ESTEBAN,8,38.62
3426,RAUNEL,8,43.44
3427,RENE ANTONIO,8,39.75
3428,RENE DE JESUS,8,39.5
3429,RENE FERNANDO,8,43.75
3430,RICARDO ALFREDO,8,38.12
3431,RICARDO ARMANDO,8,42.12
3432,RICARDO GUADALUPE,8,39.12
3433,RICARDO IVAN,8,29.38
3434,ROBERTO CARLO,8,32.88
3435,ROBERTO CLEMENTE,8,34.12
3436,ROBERTO ESTEBAN,8,43.5
3437,ROBERTO GERARDO,8,39.12
3438,ROBERTO JAIME,8,47.12
3439,ROBERTO JOSE,8,39.75
3440,RODRIGO ALBERTO,8,30.88
3441,RODRIGO ANTONIO,8,40.75
3442,ROGELIO ARTURO,8,41.25
3443,ROLANDO JAVIER,8,46.75
3444,ROSEMBER,8,43.12
3445,RUBELIO,8,47.12
3446,RUBEN ANGEL,8,49.38
3447,RUBEN DE JESUS,8,36
3448,SALVADOR ARMANDO,8,42.88
3449,SANCHEZ,8,43.92
3450,SANTOS MANUEL,8,41.5
3451,SAUL ARTURO,8,35.88
3452,SERGIO ANGEL,8,45.75
3453,SERGIO CARLOS,8,46.88
3454,SERGIO GABRIEL,8,42
3455,SERGIO GUSTAVO,8,39.62
3456,SERGIO VICENTE,8,40.5
3457,SILVIA,8,45.43
3458,SIMPLICIO,8,51.25
3459,SINAR,8,42.5
3460,SINHUE,8,33.88
3461,TADEO,8,38.88
3462,TEOBALDO,8,46.12
3463,TONY,8,36.88
3464,TULIO,8,43.88
3465,VICTOR ADAN,8,35.25
3466,VICTOR DE JESUS,8,40.5
3467,VICTOR EMMANUEL,8,30.5
3468,VICTOR ERNESTO,8,37.88
3469,VICTOR ROBERTO,8,41.12
3470,VIVIANO,8,40.62
3471,VULFRANO,8,44.38
3472,WILBERT JESUS,8,45.5
3473,ADAN ALEJANDRO,7,38
3474,ADRIAN EDUARDO,7,31.43
3475,ADRIAN FRANCISCO,7,32.14
3476,ADRIEL,7,38.12
3477,AHUIZOTL,7,35.14
3478,ALBANO,7,50.43
3479,ALBERTO ESTEBAN,7,39.14
3480,ALDO DANIEL,7,27.71
3481,ALEJANDRO ARTURO,7,42.71
3482,ALEJANDRO FRANCISCO,7,35.71
3483,ALEJANDRO JOSE,7,36.14
3484,ALFONSO ENRIQUE,7,46
3485,ALFREDO GUADALUPE,7,47.14
3486,ALFREDO JOSE,7,46.5
3487,ALMAQUIO,7,49.43
3488,ALVARO JESUS,7,41.71
3489,ANDRES GILBERTO,7,48
3490,ANDRES NOE,7,44.86
3491,ANGEL ALFREDO,7,46.14
3492,ANGEL MIGUEL,7,49.14
3493,ANGEL RAMON,7,37
3494,ANGEL SALVADOR,7,40
3495,ANGEL TOMAS,7,37.86
3496,ANGELBERTO,7,44.86
3497,ANGELO,7,46.43
3498,ANTONIO ARTURO,7,47.43
3499,ANTONIO CARLOS,7,45.57
3500,ANTONIO FERNANDO,7,46.43
3501,ANTONIO SALVADOR,7,37.57
3502,ANTULIO,7,56.86
3503,ARMANDO ALBERTO,7,39.29
3504,ARTURO GERARDO,7,46.71
3505,ARTURO IVAN,7,30.29
3506,ARTURO JESUS,7,43.29
3507,ARTURO RAFAEL,7,45.57
3508,ATAHUALPA,7,38.86
3509,BERNARDO JAVIER,7,41.43
3510,BETUEL,7,42.57
3511,BISMARCK,7,35.43
3512,CALLETANO,7,46.43
3513,CARLOS EDGAR,7,34
3514,CARLOS JOSUE,7,28.29
3515,CARLOS MISAEL,7,27.29
3516,CARLOS R,7,44.86
3517,CARLOS ROGELIO,7,44.43
3518,CARLOS VICENTE,7,41
3519,CAROLINO,7,48.29
3520,CENOVIO,7,46.14
3521,CESAR AGUSTIN,7,33
3522,CESAR AURELIO,7,35.71
3523,CESAR EDGARDO,7,35
3524,CESAR GILBERTO,7,42.86
3525,CESAR ISMAEL,7,48.29
3526,CESAR LEONEL,7,37
3527,CESAR MAURICIO,7,37.86
3528,CESAR ORLANDO,7,29.29
3529,CESAR RAYMUNDO,7,45
3530,CLARO,7,49
3531,CRECENCIANO,7,45.14
3532,CRISTIAN OMAR,7,29.29
3533,DANIEL ADRIAN,7,31.14
3534,DANIEL FERNANDO,7,30.14
3535,DANIEL OCTAVIO,7,36.14
3536,DARVIN,7,36.29
3537,DAVID NOE,7,35.43
3538,DAVID OMAR,7,36
3539,DAVID URIEL,7,33.29
3540,DIODORO,7,49.86
3541,EDGAR CESAR,7,41.14
3542,EDGAR EFRAIN,7,33
3543,EDGAR FELIPE,7,37.86
3544,EDGAR MISAEL,7,30.86
3545,EDGAR SANTIAGO,7,31.14
3546,EDIE,7,44
3547,EDIEL,7,32.86
3548,EDMUNDO JAVIER,7,42.86
3549,EDUARDO ERNESTO,7,37.14
3550,EDUARDO ISRAEL,7,31.43
3551,EDUARDO RAUL,7,42.29
3552,EDUVIGES,7,46.88
3553,EDWIN IVAN,7,26.86
3554,ELIUT,7,44.14
3555,EMERIT,7,41.88
3556,ENMANUEL,7,33.43
3557,ENRIQUE IVAN,7,32.29
3558,ERAY,7,44.57
3559,ERIC ANTONIO,7,39.14
3560,ERIC DAVID,7,38.29
3561,ERIC EDUARDO,7,33
3562,ERICK ARTURO,7,29.29
3563,ERICK FERNANDO,7,31.29
3564,ERICK ROBERTO,7,28.14
3565,ERIK ALBERTO,7,29.43
3566,ERIK GABRIEL,7,35.29
3567,ERNESTO ALFONSO,7,41.71
3568,ERNESTO ARTURO,7,40.29
3569,ESTUARDO,7,45.57
3570,FEDERICO DE JESUS,7,45
3571,FELIPE ALFONSO,7,36.43
3572,FELIPE ARMANDO,7,48
3573,FELIPE DE,7,41.43
3574,FELIPE FRANCISCO,7,46.57
3575,FELIX FRANCISCO,7,45.43
3576,FELIX GERARDO,7,39.29
3577,FERNANDO ALEJANDRO,7,40
3578,FERNANDO HUMBERTO,7,43.14
3579,FERNANDO MARTIN,7,42.29
3580,FERNANDO RAUL,7,46
3581,FIDEL ANTONIO,7,40.29
3582,FRANCISCO AGUSTIN,7,43.57
3583,GABRIEL OMAR,7,28.71
3584,GERARDO HUMBERTO,7,37.86
3585,GERARDO JOSE,7,45.57
3586,GERARDO MARTIN,7,45
3587,GERARDO RAUL,7,42.14
3588,GERMAN ENRIQUE,7,47
3589,GERZAIN,7,34.75
3590,GILBERTO JESUS,7,43
3591,GIOVANNY,7,26.75
3592,GLAFIRO,7,48.86
3593,GUADALUPE MANUEL,7,52.38
3594,GUILLERMO DE JESUS,7,41.86
3595,GUILLERMO FRANCISCO,7,45.43
3596,GUILLERMO RAFAEL,7,39.71
3597,GUSTAVO DE JESUS,7,39.71
3598,GUSTAVO JAVIER,7,44.43
3599,GUZMAN,7,42
3600,HAMMURABI,7,34.43
3601,HECTOR ANGEL,7,39.57
3602,HECTOR HUMBERTO,7,39.14
3603,HECTOR ISMAEL,7,46.62
3604,HECTOR LEONEL,7,41.86
3605,HECTOR MANUE,7,46.43
3606,HECTOR ROBERTO,7,49.43
3607,HELIO,7,44.71
3608,HERACLEO,7,46
3609,HERBEY,7,39.14
3610,HIRAM ABIF,7,26.86
3611,HORACIO DE JESUS,7,45.43
3612,HUGO ANDRES,7,36.29
3613,HUGO GERARDO,7,43.14
3614,HUGO IGNACIO,7,35.71
3615,HUGO MANUEL,7,40.71
3616,HUGO SERGIO,7,39.71
3617,HUMBERTO JAVIER,7,46
3618,HUMBERTO RENE,7,36.86
3619,IGNACIO MARTIN,7,48.57
3620,IMELDO,7,50.29
3621,IRAIS,7,35.84
3622,IRVING ALEJANDRO,7,28.86
3623,IRVING MANUEL,7,32.57
3624,ISAU,7,41.43
3625,ISRAEL ANTONIO,7,37.71
3626,IVAN ALBERTO,7,30.71
3627,IVAN ENRIQUE,7,36.57
3628,IVAN RICARDO,7,33
3629,J DAVID,7,48.86
3630,J ENCARNACION,7,54.43
3631,J JAVIER,7,53.71
3632,J. CARLOS,7,49
3633,J. MANUEL,7,52
3634,J. SALVADOR,7,45.86
3635,JAIME DE JESUS,7,38
3636,JAIME GUADALUPE,7,37.57
3637,JANITZIO,7,39.25
3638,JAVIER ALFONSO,7,38
3639,JAVIER ALFREDO,7,41.71
3640,JAVIER ANGEL,7,44
3641,JAVIER ERNESTO,7,38.29
3642,JAVIER IGNACIO,7,43.14
3643,JAVIER ISRAEL,7,32.14
3644,JAVIER MARTIN,7,47.43
3645,JAVIER NICOLAS,7,43.29
3646,JAVIER OCTAVIO,7,41.43
3647,JAVIER ORLANDO,7,41.57
3648,JERSON,7,35.25
3649,JESUS AMADO,7,45.29
3650,JESUS ARNULFO,7,36.86
3651,JESUS ARTEMIO,7,42.43
3652,JESUS ELOY,7,48.43
3653,JESUS FABIAN,7,31.43
3654,JESUS GERMAN,7,43
3655,JESUS JONATHAN,7,24.57
3656,JESUS MA.,7,51.25
3657,JESUS MAURICIO,7,41.14
3658,JESUS MOISES,7,36.86
3659,JESUS NORBERTO,7,42.14
3660,JESUS SAMUEL,7,40.86
3661,JESUS SAUL,7,47.86
3662,JESUS VICTOR,7,45.14
3663,JHOVANY,7,26.56
3664,JOEL ERNESTO,7,38
3665,JOEL LUIS,7,48.86
3666,JORGE EDMUNDO,7,39.29
3667,JORGE FELIPE,7,49.14
3668,JORGE GUSTAVO,7,44
3669,JORGE HOMERO,7,43.71
3670,JORGE MISAEL,7,37.29
3671,JORGE PEDRO,7,38.86
3672,JORGE RAMIRO,7,45.43
3673,JORGE RAYMUNDO,7,38.71
3674,JORGE SANTIAGO,7,34.29
3675,JORGE URIEL,7,33.43
3676,JORGE VIDAL,7,45.86
3677,JOSE ALBE,7,37.71
3678,JOSE ALBER,7,44.86
3679,JOSE AMANDO,7,51.43
3680,JOSE BALDOMERO,7,41.43
3681,JOSE BLAS,7,51
3682,JOSE CELESTINO,7,46.57
3683,JOSE CORNELIO,7,49.57
3684,JOSE CRISPIN,7,48.29
3685,JOSE DE,7,47.86
3686,JOSE ELIUD,7,44.86
3687,JOSE ELPIDIO,7,49
3688,JOSE EMANUEL,7,32.86
3689,JOSE FRANC,7,44.29
3690,JOSE FRANCISCO JAVIER,7,45.86
3691,JOSE FREDDY,7,38.57
3692,JOSE FREDI,7,46.86
3693,JOSE FREDY,7,47
3694,JOSE GIL,7,43
3695,JOSE GILDARDO,7,45
3696,JOSE HERMILO,7,46.43
3697,JOSE INOCENCIO,7,38.29
3698,JOSE LIBRADO,7,51.29
3699,JOSE LORETO,7,51.43
3700,JOSE LUCAS,7,52.43
3701,JOSE LUIZ,7,47
3702,JOSE MANU,7,45.86
3703,JOSE MARINO,7,38.71
3704,JOSE MAXIMILIANO,7,44.14
3705,JOSE OLEGARIO,7,45.14
3706,JOSE RITO,7,43.14
3707,JOSE SANTANA,7,50.14
3708,JOSE SERAFIN,7,53
3709,JOSE SIXTO,7,40.43
3710,JOSE WILFRIDO,7,41.71
3711,JOSUE DAVID,7,28.57
3712,JUAN A,7,49.29
3713,JUAN ABRAHAM,7,36
3714,JUAN ALVARO,7,44.57
3715,JUAN ARIEL,7,46
3716,JUAN ARTEMIO,7,39
3717,JUAN EFREN,7,40.14
3718,JUAN FLORENCIO,7,56.71
3719,JUAN HORACIO,7,45.71
3720,JUAN JOEL,7,36.71
3721,JUAN MARIA,7,47.71
3722,JUAN PORFIRIO,7,44.86
3723,JUAN SAMUEL,7,39.57
3724,JUAN SAUL,7,41.43
3725,JUANA,7,45.69
3726,JULIAN JESUS,7,42.57
3727,JULIO C,7,50.29
3728,JULIO HECTOR,7,50.43
3729,JULIO HUMBERTO,7,44.29
3730,JULIO MARTIN,7,39.71
3731,JULIO OMAR,7,36.29
3732,JULIO RAMON,7,44
3733,KEVIN,7,28.14
3734,LEOBIGILDO,7,46.86
3735,LEON FELIPE,7,39
3736,LEONILO,7,45.86
3737,LESTER,7,40.14
3738,LORENZO ENRIQUE,7,41.71
3739,LUIS ALBE,7,30.86
3740,LUIS ALONZO,7,40.86
3741,LUIS EMMANUEL,7,29.14
3742,LUIS ERASMO,7,36.43
3743,LUIS FERNAND,7,36.14
3744,LUIS LORENZO,7,45.57
3745,LUIS NOEL,7,37.14
3746,LUIS NORBERTO,7,39.29
3747,LUIS REYES,7,45.57
3748,LUIS SAMUEL,7,38.86
3749,LUIS ULISES,7,29.86
3750,LUIS VICENTE,7,40.14
3751,LUSTEIN,7,46
3752,MANUEL ANDRES,7,37.14
3753,MANUEL DARIO,7,37
3754,MANUEL DE JESU,7,49.14
3755,MANUEL GILBERTO,7,47.22
3756,MANUEL GUSTAVO,7,40.43
3757,MANUEL J,7,49.86
3758,MANUEL LUIS,7,54.14
3759,MANUEL ROMAN,7,46.29
3760,MARCO IVAN,7,40.71
3761,MARCOS JESUS,7,38.57
3762,MARIA ELENA,7,45.58
3763,MARIA JESUS,7,45.13
3764,MARIO ALBER,7,42.14
3765,MARIO ARIEL,7,41.71
3766,MARIO CARLOS,7,43.86
3767,MARIO GILBERTO,7,39
3768,MARIO HECTOR,7,47.14
3769,MARIO JORGE,7,45.29
3770,MARTE,7,46.71
3771,MARTIN CESAR,7,47.71
3772,MARTIN JOSE,7,45.43
3773,MARTIN RODRIGO,7,45.14
3774,MARTIN SANTOS,7,47.71
3775,MARTIN VICENTE,7,46.57
3776,MIGUEL DARIO,7,38.86
3777,MIGUEL ELIAS,7,43
3778,MIGUEL IGNACIO,7,49.29
3779,MINERVO,7,49.14
3780,MOISES DAVID,7,33.57
3781,NASARIO,7,45.43
3782,NATANIEL,7,30.29
3783,NAUM,7,42.71
3784,NEMIAS,7,45
3785,NOE FERNANDO,7,33.29
3786,NORMANDO,7,45.14
3787,OBETH,7,37.86
3788,OMAR ARMANDO,7,32.71
3789,OMAR EDEL,7,36
3790,OMAR GUADALUPE,7,35.29
3791,OMAR IGNACIO,7,33.14
3792,ONIVER,7,35.57
3793,OSCAR ARIEL,7,38.43
3794,OSCAR EMMANUEL,7,29.57
3795,OSCAR ESTEBAN,7,38.71
3796,OSCAR RUBEN,7,40.29
3797,OSCAR URIEL,7,29.14
3798,PABLO ADRIAN,7,35.57
3799,PABLO DE JESUS,7,41.43
3800,PABLO HUMBERTO,7,35.14
3801,PABLO IVAN,7,32.29
3802,PABLO RAFAEL,7,36.29
3803,PAUL IVAN,7,34.57
3804,PAULIN,7,48.29
3805,PAVEL IVAN,7,31.43
3806,PEDRO ALFREDO,7,39.29
3807,PEDRO CARLOS,7,49
3808,PEDRO FABIAN,7,37.86
3809,PEDRO JOAQUIN,7,34
3810,PEDRO JORGE,7,41.29
3811,PEDRO RENE,7,41
3812,PEDRO ROMAN,7,47.29
3813,PEDRO ULISES,7,35.57
3814,PIOQUINTO,7,49.29
3815,QUINTILIANO,7,45.29
3816,RAFAEL ARCANGEL,7,41.86
3817,RAFAEL ARMANDO,7,41.14
3818,RAFAEL EDUARDO,7,43.86
3819,RAFAEL JESUS,7,41.43
3820,RAFAEL RICARDO,7,43.29
3821,RAMIRO ALEJANDRO,7,35.43
