_id,apellido,frec_pri,frec_seg
4127,BLANCA,11,28
4128,BOLAN,11,8
4129,BOONE,11,10
4130,BORRALLES,11,8
4131,BREÑA,11,6
4132,BRIGADA,11,5
4133,BRISEÃ¿O,11,8
4134,CABA,11,0
4135,CAJAS,11,11
4136,CAMAÑO,11,6
4137,CANETT,11,11
4138,CARCA!O,11,6
4139,CARCANO,11,7
4140,CARRIZOZA,11,10
4141,CASTRILLO,11,0
4142,CATACHE,11,0
4143,CAÑEZ,11,18
4144,CECE%A,11,6
4145,CEGUEDA,11,7
4146,CERECER,11,12
4147,CHAPULA,11,12
4148,CHOY,11,10
4149,COLOMO,11,6
4150,CORICHI,11,14
4151,COSGALLA,11,10
4152,COSTEIRA,11,5
4153,CRISTALES,11,10
4154,CUAHUTENCOS,11,8
4155,DE GAONA,11,12
4156,DE LA BARRERA,11,13
4157,DE LA HOYA,11,6
4158,DE REGIL,11,0
4159,DEL POZO,11,12
4160,DEL ROSAL,11,29
4161,DELABRA,11,15
4162,DIMAYUGA,11,14
4163,DOSAL,11,8
4164,DOÑU,11,0
4165,DURAND,11,15
4166,ECHEAGARAY,11,10
4167,ERNULT,11,0
4168,ESESARTE,11,0
4169,ESPRONCEDA,11,6
4170,ESTALA,11,19
4171,EUFRASIO,11,5
4172,FIOL,11,7
4173,FLEMATE,11,0
4174,FOSTER,11,7
4175,FREGOZO,11,21
4176,GARIBALDO,11,0
4177,GRADO,11,17
4178,GRIMALDI,11,9
4179,GRIS,11,11
4180,GUAL,11,7
4181,GUARDIAN,11,14
4182,GUICHO,11,9
4183,GULUARTE,11,13
4184,GURUBEL,11,9
4185,HARRIS,11,5
4186,HERNANDES,11,11
4187,HIDROGO,11,12
4188,HORTIALES,11,11
4189,HOY,11,10
4190,HUARACHA,11,19
4191,IBAREZ,11,0
4192,ISIDOR,11,14
4193,JAHEN,11,12
4194,LAINEZ,11,5
4195,LASTIRI,11,0
4196,LATORRE,11,9
4197,LEONEL,11,10
4198,LEURA,11,14
4199,LEYJA,11,7
4200,LIEVANOS,11,16
4201,LINCE,11,17
4202,LIZARDE,11,9
4203,LLAGUNO,11,17
4204,LOBATOS,11,10
4205,LOMA,11,8
4206,LOPES,11,11
4207,LOPEZ LENA,11,0
4208,LORES,11,10
4209,LUZANILLA,11,12
4210,MADUEÑO,11,14
4211,MANI,11,12
4212,MANON,11,7
4213,MARCHAND,11,5
4214,MASS,11,10
4215,MAXIMIANO,11,0
4216,MAYBOCA,11,0
4217,MAYE,11,12
4218,MEDERO,11,20
4219,MOMOX,11,0
4220,MORANTE,11,34
4221,MORO,11,10
4222,MOYOTL,11,0
4223,NAREZ,11,5
4224,NAVOR,11,8
4225,NAZARIEGA,11,9
4226,NOGUEIRA,11,7
4227,NORBERTO,11,19
4228,OBE,11,0
4229,OCARANZA,11,12
4230,ORDORICA,11,13
4231,PALAPA,11,0
4232,PALMAS,11,15
4233,PANAL,11,0
4234,PARGAS,11,0
4235,PARRALES,11,11
4236,PEDRAL,11,6
4237,PEREYDA,11,7
4238,PEÐALOZA,11,0
4239,PIÐA,11,0
4240,PON,11,7
4241,POTENCIANO,11,13
4242,PRETELIN,11,0
4243,QUI,11,8
4244,RAMIRES,11,10
4245,REBOLLOSO,11,16
4246,REDONA,11,7
4247,REGULES,11,19
4248,REYEZ,11,10
4249,RIBERA,11,7
4250,RICHKARDAY,11,7
4251,ROBERTOS,11,14
4252,ROMAY,11,0
4253,ROSALIANO,11,0
4254,ROSSAINZ,11,0
4255,ROVELO,11,12
4256,RUIZ ESPARZA,11,7
4257,RUTIAGA,11,14
4258,SALCE,11,26
4259,SALDAÐA,11,14
4260,SALIM,11,0
4261,SALTO,11,12
4262,SAMARIO,11,0
4263,SAN VICENTE,11,8
4264,SANTILLANO,11,19
4265,SARAOZ,11,8
4266,SARTIAGUIN,11,0
4267,SENTIES,11,6
4268,SILIAS,11,7
4269,SINECIO,11,10
4270,TAQUILLO,11,12
4271,TAYLOR,11,9
4272,TECUAPACHO,11,11
4273,TEMOLTZIN,11,0
4274,TEOMITZI,11,5
4275,TEPAL,11,10
4276,TEPATZI,11,10
4277,TEPOZTECO,11,8
4278,TEROS,11,0
4279,TETELTITLA,11,6
4280,TETLALMATZI,11,6
4281,TORALVA,11,5
4282,TORICES,11,11
4283,TORNERO,11,13
4284,TORNES,11,10
4285,TORTOLERO,11,0
4286,TRACONIS,11,0
4287,TRENADO,11,14
4288,TULA,11,12
4289,TZINTZUN,11,0
4290,TZIU,11,8
4291,URCID,11,11
4292,URQUIN,11,13
4293,URTUSUASTEGUI,11,0
4294,UZARRAGA,11,5
4295,VALIENTE,11,21
4296,VERDI,11,7
4297,VERONA,11,11
4298,VIRGILIO,11,0
4299,VITALES,11,0
4300,WOO,11,0
4301,X,11,5
4302,XICUM,11,16
4303,XOCHITIOTZI,11,17
4304,YAHUACA,11,0
4305,YECTLI,11,7
4306,YOUNG,11,0
4307,YSIDRO,11,10
4308,ZAINOS,11,0
4309,ZANELLA,11,7
4310,ZERME%O,11,18
4311,ABELINO,10,8
4312,ABONZA,10,7
4313,ABUD,10,10
4314,ACU#A,10,10
4315,AGAPITO,10,12
4316,ALCALDE,10,10
4317,ALCIVAR,10,0
4318,ALMEDA,10,11
4319,ALQUISIRAS,10,7
4320,ANDAZOLA,10,17
4321,ARAU,10,0
4322,ARELIO,10,9
4323,ARREVILLAGA,10,18
4324,ATEMIZ,10,16
4325,AZCUE,10,5
4326,BARBERI,10,0
4327,BARDALES,10,10
4328,BARO,10,6
4329,BASAVE,10,21
4330,BASORIA,10,8
4331,BATES,10,10
4332,BEDOYA,10,8
4333,BEIZA,10,13
4334,BERRIOZABAL,10,7
4335,BOCARANDO,10,5
4336,BOLA%OS,10,11
4337,BOLAINA,10,11
4338,BOLLAS,10,7
4339,BORNIOS,10,0
4340,BROISSIN,10,0
4341,CALAMACO,10,6
4342,CALTENCO,10,9
4343,CAMPIS,10,12
4344,CANALIZO,10,0
4345,CANTARELL,10,10
4346,CAPULIN,10,11
4347,CARDOSA,10,5
4348,CARPANTA,10,9
4349,CARRERAS,10,6
4350,CASARIN,10,5
4351,CASAUX,10,0
4352,CASTAÑO,10,10
4353,CASTULO,10,10
4354,CAZALES,10,14
4355,CAÑADA,10,22
4356,CEDE!O,10,9
4357,CERECERES,10,28
4358,CHANDOMI,10,13
4359,CHINAS,10,13
4360,CHOCOLATL,10,7
4361,CHONTAL,10,11
4362,CHOZA,10,0
4363,CIPRES,10,10
4364,COH,10,9
4365,COJ,10,17
4366,COLORES,10,8
4367,COMUNIDAD,10,5
4368,COOL,10,8
4369,CORONILLA,10,12
4370,CRAVIOTO,10,17
4371,CUADRA,10,9
4372,CUATRA,10,0
4373,CUECUECHA,10,9
4374,CUICAS,10,6
4375,DE BLAS,10,0
4376,DE LA TRINIDAD,10,0
4377,DEANTES,10,8
4378,DEHEZA,10,6
4379,DEL CALLEJO,10,0
4380,EDGAR,10,5
4381,EGUIZAR,10,0
4382,FABRE,10,0
4383,FERRETIZ,10,20
4384,FERRUSQUIA,10,10
4385,FERRUZCA,10,15
4386,FRANCIA,10,8
4387,FUENTEVILLA,10,20
4388,GARAVITO,10,14
4389,GARMENDIA,10,11
4390,GINEZ,10,21
4391,GREZ,10,16
4392,GUIRADO,10,11
4393,GURGUA,10,12
4394,HELGUERA,10,15
4395,HENRIQUEZ,10,16
4396,HOMA,10,7
4397,IBA%EZ,10,10
4398,ISLA,10,8
4399,IXTEPAN,10,8
4400,JALPA,10,6
4401,JANDETE,10,0
4402,JAVAN,10,0
4403,JIMON,10,8
4404,KANTER,10,14
4405,LARRINAGA,10,5
4406,LASSO,10,9
4407,LAURO,10,7
4408,LAVIADA,10,5
4409,LAZGARE,10,0
4410,LEAÑOS,10,10
4411,LEGARRETA,10,5
4412,LEOCADIO,10,14
4413,LESSO,10,5
4414,LEYTO,10,5
4415,LINALDI,10,9
4416,LLERA,10,7
4417,LLUVIAS,10,16
4418,LUCIA,10,15
4419,MAESTRO,10,12
4420,MAGAÏ¿½A,10,11
4421,MAIN,10,5
4422,MARIACA,10,9
4423,MASSE,10,0
4424,MATLA,10,12
4425,MAZARIEGO,10,17
4426,MAZCORRO,10,6
4427,MAZO,10,0
4428,MENES,10,7
4429,MESTIZO,10,8
4430,MIXCOATL,10,8
4431,MIXTECO,10,11
4432,MOLLINEDO,10,10
4433,MONTEALVO,10,0
4434,MORETT,10,10
4435,MULIA,10,0
4436,MUÏ¿½OA,10,8
4437,NANDEZ,10,0
4438,NAVEJAR,10,12
4439,NEGRELLOS,10,8
4440,NISHIMURA,10,0
4441,NIÃ¿O,10,8
4442,NOE,10,6
4443,OCH,10,0
4444,OCOTZI,10,0
4445,OLETA,10,5
4446,ORGANIS,10,12
4447,ORILLA,10,0
4448,ORONIA,10,9
4449,OYARZABAL,10,8
4450,OYORZABAL,10,8
4451,OYOSA,10,0
4452,PALMERIN,10,7
4453,PALMILLAS,10,5
4454,PAMPLONA,10,15
4455,PATIÃ¿O,10,7
4456,PEGUERO,10,15
4457,PENSAMIENTO,10,8
4458,PESCINA,10,7
4459,PILO,10,7
4460,PORTELA,10,16
4461,PURA,10,0
4462,QUECHOL,10,7
4463,QUEJ,10,13
4464,QUIRALTE,10,0
4465,RAMAYO,10,15
4466,RAMONES,10,5
4467,REINA,10,11
4468,RICARDI,10,15
4469,RIEGO,10,0
4470,RON,10,8
4471,RUACHO,10,7
4472,RUSSELL,10,7
4473,SACRAMENTO,10,9
4474,SALAYA,10,15
4475,SALDATE,10,0
4476,SALDAÃ¿A,10,19
4477,SAN LUIS,10,16
4478,SANDIN,10,7
4479,SANJUANERO,10,13
4480,SANTIBA!EZ,10,11
4481,SANTISTEBAN,10,6
4482,SELVAN,10,9
4483,SERNAS,10,14
4484,SOLCHAGA,10,0
4485,SOMOZA,10,6
4486,SOTUYO,10,0
4487,SUBIAUR,10,9
4488,SUGIA,10,9
4489,SUMUANO,10,7
4490,TALONIA,10,5
4491,TECALCO,10,7
4492,TEMELO,10,16
4493,TENREIRO,10,7
4494,TEPATO,10,18
4495,TEPETATE,10,31
4496,TERRERO,10,14
4497,TIEMPOS,10,0
4498,TIPA,10,8
4499,TLALMANALCO,10,0
4500,TOCHIMANI,10,0
4501,TOMATZIN,10,8
4502,TORTOLEDO,10,0
4503,TRAMPE,10,0
4504,TZEK,10,7
4505,TZOMPAXTLE,10,9
4506,UBANDO,10,0
4507,UNDA,10,13
4508,URENDA,10,14
4509,UROZA,10,9
4510,URQUIJO,10,12
4511,VARAS,10,5
4512,VELADOR,10,12
4513,VERDIS,10,13
4514,VILLASEÃ¿OR,10,0
4515,VIVIA,10,0
4516,WICAB,10,10
4517,YAN,10,8
4518,YAÏ¿½EZ,10,16
4519,ZABALETA,10,8
4520,ZALAPA,10,10
4521,ZAYAGO,10,8
4522,ZITLALAPA,10,7
4523,ABASOLO,9,7
4524,ACEBEDO,9,6
4525,ACUÃ¿A,9,0
4526,ADAM,9,0
4527,AGREDANO,9,9
4528,AGUDO,9,13
4529,AGUILUZ,9,13
4530,AHUATL,9,8
4531,ALEJANDRI,9,10
4532,ALFREDO,9,6
4533,ALI,9,0
4534,ALMARAS,9,7
4535,ALMONTES,9,8
4536,ALZATE,9,0
4537,ANDABLO,9,8
4538,ANDREZ,9,5
4539,ANIMA,9,5
4540,ANTELE,9,8
4541,ARAN,9,10
4542,ARAUZA,9,8
4543,ARMEAGA,9,5
4544,ASIS,9,0
4545,ATEMPA,9,10
4546,ATRISCO,9,10
4547,AURELIO,9,8
4548,AZA,9,11
4549,AZPILCUETA,9,6
4550,BAJONERO,9,6
4551,BALLADARES,9,7
4552,BALLOTE,9,12
4553,BEATO,9,5
4554,BENIGNO,9,11
4555,BERNACHE,9,5
4556,BERRIOS,9,6
4557,BLASQUEZ,9,9
4558,BOLAÃ¿OS,9,9
4559,BORDA,9,5
4560,BORRAS,9,0
4561,BOUTTIER,9,0
4562,BRAN,9,5
4563,BUCETA,9,0
4564,BUENAVENTURA,9,15
4565,CA!ONGO,9,7
4566,CADENGO,9,8
4567,CAJUN,9,0
4568,CALLETANO,9,7
4569,CALTZONTZI,9,0
4570,CAMELO,9,22
4571,CAMPIRAN,9,0
4572,CAMPUSANO,9,13
4573,CAO,9,7
4574,CAPI,9,5
4575,CARAMON,9,5
4576,CARRIZO,9,6
4577,CASTELL,9,8
4578,CASTORELA,9,8
4579,CAÏ¿½AVERAL,9,9
4580,CAÑAMAR,9,8
4581,CECENA,9,0
4582,CHACHA,9,7
4583,CHAGOLLAN,9,12
4584,CHAIRE,9,6
4585,CHIA,9,11
4586,CHIAPA,9,8
4587,CHICHARO,9,12
4588,CHIHUAHUA,9,0
4589,CHINCHURRETA,9,0
4590,CHITICA,9,5
4591,CHUNG,9,10
4592,CHUPIN,9,6
4593,COAHUILA,9,0
4594,COLOTL,9,10
4595,CONSUELO,9,11
4596,COOX,9,9
4597,COSETL,9,10
4598,COYOTL,9,16
4599,CUAJICALCO,9,10
4600,CUANALO,9,5
4601,CURAL,9,0
4602,DAGNINO,9,6
4603,DARIO,9,7
4604,DAUTT,9,0
4605,DE CASO,9,6
4606,DE GABRIEL,9,0
4607,DECIGA,9,10
4608,DEL HOYO,9,16
4609,DEL PORTE,9,9
4610,DEL ROSARIO,9,20
4611,DERRAMONA,9,0
4612,DESION,9,11
4613,ECHEGARAY,9,9
4614,EGUILUZ,9,11
4615,EGURROLA,9,6
4616,ELGUERA,9,14
4617,ERDOSAY,9,10
4618,ESPRIELLA,9,7
4619,EURESTI,9,8
4620,FIELDS,9,0
4621,FIESCO,9,11
4622,FINO,9,9
4623,FISHER,9,5
4624,FLECHA,9,0
4625,FORTOZO,9,9
4626,FRAILE,9,0
4627,FURIATI,9,5
4628,GADEA,9,19
4629,GALEANO,9,13
4630,GARGALLO,9,0
4631,GARITA,9,8
4632,GINER,9,0
4633,GOLLAS,9,0
4634,GOMES,9,16
4635,GRANJA,9,11
4636,GRIFALDO,9,8
4637,GTEZ,9,15
4638,GUARDIA,9,8
4639,HAAZ,9,6
4640,HANSEN,9,0
4641,HUANTE,9,13
4642,HUESO,9,7
4643,IBARES,9,0
4644,IBARGUEN,9,5
4645,IPATZI,9,0
4646,ISABEL,9,36
4647,ITUARTE,9,5
4648,IZA,9,6
4649,J,9,7
4650,JACAL,9,0
4651,JILOTE,9,0
4652,JIMENES,9,12
4653,JOVEL,9,0
4654,KAU,9,0
4655,LABARIEGA,9,0
4656,LABRADOR,9,11
4657,LAGUNEZ,9,0
4658,LAINA,9,14
4659,LEVARO,9,10
4660,LEZCANO,9,0
4661,LINDERO,9,10
4662,LLARENA,9,6
4663,LOBATON,9,17
4664,LUCHO,9,12
4665,MACUITL,9,10
4666,MAGAÃ¿A,9,10
4667,MALAQUIAS,9,12
4668,MANRRIQUE,9,6
4669,MANZANERA,9,0
4670,MANZUR,9,7
4671,MARCELIN,9,0
4672,MARINEZ,9,5
4673,MARQUES,9,9
4674,MARURE,9,7
4675,MATILDE,9,15
4676,MATURINO,9,12
4677,MAXIMILIANO,9,9
4678,MAZAS,9,9
4679,MEAVE,9,10
4680,MECALCO,9,13
4681,MELCHI,9,0
4682,MERCENARIO,9,10
4683,MEZETA,9,10
4684,MEZQUITE,9,12
4685,MIAM,9,0
4686,MILLER,9,13
4687,MIMIAGA,9,5
4688,MINO,9,16
4689,MONARCA,9,0
4690,MONITA,9,22
4691,MONTANA,9,9
4692,MONTEAGUDO,9,11
4693,MONTESINO,9,5
4694,MORAS,9,9
4695,MORLET,9,8
4696,NARCIZO,9,10
4697,NATERA,9,15
4698,NETZAHUAL,9,18
4699,NEVARES,9,10
4700,NI#O,9,9
4701,NIC,9,13
4702,NOCEDAL,9,0
4703,NOPHAL,9,5
4704,OCAMPOS,9,0
4705,OCURA,9,0
4706,OGARRIO,9,5
4707,OLIN,9,16
4708,OLIVE,9,16
4709,OLLERVIDES,9,18
4710,OLVEDA,9,22
4711,OMANA,9,15
4712,ORDUÃ¿A,9,12
4713,OREZA,9,10
4714,ORGAZ,9,5
4715,ORIBE,9,0
4716,OSCOY,9,7
4717,PAGAZA,9,11
4718,PAJARO,9,6
4719,PALEMON,9,6
4720,PANCHI,9,0
4721,PANES,9,7
4722,PARDIÑAS,9,7
4723,PARTIDO,9,9
4724,PATIÐO,9,9
4725,PEDROTE,9,13
4726,PERPULY,9,5
4727,PE¤A,9,8
4728,PIANTZI,9,0
4729,PILOTZI,9,8
4730,PIÑUELAS,9,11
4731,POLITRON,9,5
4732,POMARES,9,0
4733,PORRON,9,0
4734,PORTO,9,14
4735,PRIMAVERA,9,0
4736,PUIG,9,0
4737,PULGARIN,9,7
4738,QUETZ,9,20
4739,QUINTINO,9,10
4740,RAIGOZA,9,17
4741,REATIGA,9,6
4742,RECENDEZ,9,9
4743,REQUEJO,9,7
4744,REVOREDA,9,6
4745,ROSALIO,9,10
4746,ROSIQUE,9,9
4747,ROSQUERO,9,11
4748,ROSSELL,9,6
4749,SAGASTUME,9,5
4750,SAIZA,9,10
4751,SALITRE,9,0
4752,SAMUDIO,9,10
4753,SANROMAN,9,15
4754,SANTI,9,9
4755,SANTISBON,9,6
4756,SARRELANGUE,9,0
4757,SEBA,9,7
4758,SEOANE,9,0
4759,SILVAR,9,5
4760,SILVIA,9,15
4761,SING,9,0
4762,SISNIEGA,9,0
4763,TABLAS,9,12
4764,TACHIQUIN,9,7
4765,TAVITAS,9,6
4766,TE,9,8
4767,TECPANECATL,9,0
4768,TEJEDOR,9,17
4769,TEPACH,9,5
4770,TEREZA,9,6
4771,TERRES,9,6
4772,TESTA,9,10
4773,TETUAN,9,5
4774,THOMPSON,9,14
4775,TODD,9,0
4776,TOX,9,0
4777,TOXTLE,9,5
4778,TRAPERO,9,13
4779,UCHINO,9,0
4780,ULATE,9,5
4781,ULIBARRI,9,7
4782,ULTRERAS,9,6
4783,VALDEPENA,9,11
4784,VALDEPEÐA,9,17
4785,VALLADO,9,0
4786,VALLECILLO,9,15
4787,VELECES,9,0
4788,VERAZALUCE,9,6
4789,VICU!A,9,0
4790,VILLAESCUSA,9,0
4791,VILLAFAÑE,9,7
4792,VILLAMAYOR,9,5
4793,VILLANI,9,0
4794,VIRTO,9,11
4795,VIZARRETEA,9,0
4796,WEBER,9,0
4797,WVALLE,9,8
4798,XOPO,9,0
4799,ZABALZA,9,0
4800,ZUART,9,12
4801,ZUVIRIE,9,7
4802,ABDALA,8,7
4803,ABSALON,8,10
4804,ABUNDIO,8,6
4805,ACERETO,8,12
4806,ADAUTO,8,0
4807,ADORNO,8,9
4808,AES,8,0
4809,AHUACATITLA,8,7
4810,ALAFITA,8,0
4811,ALAPIZCO,8,0
4812,ALBARADO,8,12
4813,ALBURQUERQUE,8,5
4814,ALDECO,8,25
4815,ALEJANDRES,8,10
4816,ALMAZO,8,14
4817,ALPIREZ,8,24
4818,ANGELINA,8,24
4819,ANGELITO,8,7
4820,ANGUAS,8,12
4821,ANZO,8,14
4822,APAN,8,0
4823,APATIGA,8,6
4824,ARAMBUL,8,5
4825,ARCETA,8,6
4826,ARENIVAR,8,9
4827,ARGIL,8,11
4828,ARISMENDI,8,12
4829,ARISPURO,8,0
4830,ARJON,8,0
4831,ARNAUD,8,5
4832,AROCHI,8,0
4833,AROS,8,8
4834,AROSTEGUI,8,7
4835,ARPERO,8,0
4836,ARQUIETA,8,10
4837,ATIENZO,8,10
4838,ATLATENCO,8,0
4839,AUCES,8,0
4840,AUDIFFRED,8,6
4841,AUREOLES,8,6
4842,AVELIZAPA,8,0
4843,AYOMETZI,8,8
4844,AYUP,8,0
4845,BA!UELOS,8,17
4846,BADAJOZ,8,0
4847,BAQUEDANO,8,7
4848,BARAY,8,5
4849,BARRENO,8,6
4850,BARRETERO,8,0
4851,BAÑAGA,8,6
4852,BECIEZ,8,0
4853,BECTO,8,6
4854,BELIO,8,11
4855,BLAKE,8,0
4856,BLANDO,8,6
4857,BLANHIR,8,5
4858,BLASCO,8,0
4859,BLAZQUEZ,8,0
4860,BON,8,10
4861,BORROEL,8,10
4862,BUENABAD,8,0
4863,BURGUENO,8,7
4864,BURRUEL,8,20
4865,CABANZO,8,9
4866,CAMBAMBIA,8,0
4867,CAMPOMANES,8,10
4868,CANAL,8,0
4869,CANDANOZA,8,8
4870,CANTUN,8,17
4871,CAPITAINE,8,9
4872,CAPITANACHI,8,0
4873,CAPUCHINO,8,7
4874,CARDEL,8,7
4875,CARDEÑO,8,5
4876,CARINO,8,17
4877,CARRAL,8,0
4878,CARRETE,8,9
4879,CARRISOZA,8,8
4880,CASAO,8,0
4881,CASSIO,8,0
4882,CASSO,8,9
4883,CASTA?EDA,8,6
4884,CASTANEDO,8,0
4885,CASTILLEJO,8,12
4886,CEA,8,9
4887,CECEÑAS,8,15
4888,CEQUERA,8,0
4889,CHAME,8,10
4890,CHAVOYA,8,6
4891,CHENA,8,7
4892,CHEW,8,5
4893,CHICAS,8,5
4894,CHON,8,9
4895,CHUCUAN,8,6
4896,CIELO,8,12
4897,CLARK,8,6
4898,COLIO,8,12
4899,COLL,8,6
4900,CONDES,8,0
4901,COSTUMBRE,8,12
4902,COTONIETO,8,5
4903,COVARRUBIO,8,0
4904,COXCAHUA,8,0
4905,COYOC,8,23
4906,CUADRADO,8,6
4907,CUAMEA,8,12
4908,CUATECO,8,0
4909,CUATZO,8,0
4910,CUCURACHI,8,0
4911,CUERO,8,9
4912,CUESY,8,0
4913,CUPIDO,8,17
4914,DAMASCO,8,6
4915,DE LA CONCHA,8,13
4916,DE LA LLAVE,8,5
4917,DE NIZ,8,8
4918,DE ROA,8,0
4919,DECELIS,8,12
4920,DEL PUERTO,8,0
4921,DESAMPEDRO,8,0
4922,DILLANES,8,12
4923,DOMIGUEZ,8,5
4924,DOMPABLO,8,0
4925,DRAGUSTINOVIS,8,6
4926,DUE!AS,8,8
4927,ELGUEA,8,8
4928,EMBRIZ,8,14
4929,ENG,8,9
4930,ENTZANA,8,9
4931,ENZASTIGA,8,0
4932,ESCAJEDA,8,10
4933,ESCARRAMAN,8,0
4934,ESPIDIO,8,10
4935,ESTANOL,8,6
4936,ESTEFES,8,5
4937,ESTEVANE,8,11
4938,FAISAL,8,5
4939,FALFAN,8,20
4940,FLANDEZ,8,5
4941,FLORA,8,11
4942,FLORIAN,8,9
4943,FOMPEROSA,8,9
4944,FONZ,8,0
4945,FORT,8,0
4946,FRAIJO,8,10
4947,FRANCES,8,0
4948,GABALDON,8,16
4949,GAMARRA,8,7
4950,GAMUNDI,8,8
4951,GARAYZAR,8,9
4952,GASPERIN,8,5
4953,GAVILANES,8,0
4954,GAVIÑA,8,12
4955,GAZPAR,8,10
4956,GIO,8,16
4957,GOLDARACENA,8,0
4958,GORDON,8,6
4959,GORGONIO,8,12
4960,GOROSAVE,8,0
4961,GOROZTIETA,8,5
4962,GOYCOCHEA,8,8
4963,GRANA,8,0
4964,GRIJALBA,8,6
4965,GUALITO,8,12
4966,HAROS,8,28
4967,HERCULANO,8,8
4968,HUEZO,8,8
4969,HUITZ,8,8
4970,IBAÏ¿½EZ,8,0
4971,ICEDO,8,7
4972,ILESCAS,8,0
4973,ILIZALITURRI,8,0
4974,ILLAN,8,7
4975,INTZIN,8,8
4976,IZABAL,8,11
4977,JALIFE,8,0
4978,JARALEÑO,8,7
4979,JATOMEA,8,8
4980,JMNEZ,8,9
4981,JOFFRE,8,0
4982,JUPAMEA,8,0
4983,LADRON DE GUEVARA,8,6
4984,LAFUENTE,8,0
4985,LAGUI,8,0
4986,LAMBAREN,8,12
4987,LARRIETA,8,8
4988,LAURIAN,8,7
4989,LAVANA,8,6
4990,LEANOS,8,8
4991,LEONOR,8,13
4992,LIERAS,8,0
4993,LILI,8,11
4994,LILLO,8,12
4995,LINAREZ,8,12
4996,LINAS,8,5
4997,LLERENA,8,6
4998,LLERGO,8,5
4999,LOARCA,8,14
5000,LOMBARDO,8,0
5001,LOZANIA,8,0
5002,LUDWIG,8,0
5003,LUNAR,8,5
5004,MACAY,8,0
5005,MAGLAH,8,0
5006,MALIACHI,8,0
5007,MANCISIDOR,8,0
5008,MANOATL,8,0
5009,MANTECA,8,5
5010,MARCHENA,8,0
5011,MARIÑELARENA,8,9
5012,MARTIL,8,0
5013,MARTINES,8,11
5014,MARTO,8,0
5015,MATLALCOATL,8,0
5016,MAYAGOITIA,8,0
5017,MEDELES,8,5
5018,MENDIAS,8,0
5019,MERCED,8,9
5020,MEZO,8,11
5021,MICHI,8,6
5022,MIGUELES,8,9
5023,MIÑON,8,6
5024,MOLINARI,8,0
5025,MONTERREY,8,7
5026,MONTEVERDE,8,5
5027,MONTORES,8,7
5028,MORELES,8,5
5029,MOYSEN,8,13
5030,MU?OZ,8,13
5031,MUCIO,8,5
5032,MUGARTE,8,5
5033,MUNGARRO,8,0
5034,MURIAS,8,15
5035,MUÃ¿IZ,8,6
5036,NAHUATLATO,8,0
5037,NANDI,8,6
5038,NEY,8,12
5039,NOBLE,8,9
5040,NOVEROLA,8,5
5041,NOZ,8,5
5042,NUTE,8,0
5043,OLACIO,8,7
5044,ORDOÐEZ,8,0
5045,OROZ,8,7
5046,OSTRIA,8,5
5047,OTAQUI,8,0
5048,OTAÑEZ,8,6
5049,OZORIO,8,7
5050,PALETA,8,5
5051,PALOALTO,8,9
5052,PALOMAREZ,8,0
5053,PARDENILLA,8,10
5054,PARRADO,8,0
5055,PASION,8,0
5056,PAULA,8,6
5057,PENUELAS,8,6
5058,PESQUERA,8,6
5059,PETATAN,8,17
5060,PI!A,8,16
5061,PICO,8,9
5062,PILA,8,6
5063,PITONES,8,9
5064,PLATERO,8,6
5065,PORRES,8,0
5066,POUMIAN,8,0
5067,PRESTEGUIN,8,0
5068,PURATA,8,13
5069,QUINO,8,14
5070,RADA,8,12
5071,RANCHITO,8,16
5072,REGLA,8,0
5073,RENOVA,8,9
5074,REYERO,8,0
5075,RMEZ,8,8
5076,ROBERT,8,7
5077,ROBINSON,8,0
5078,ROCHER,8,0
5079,RONDERO,8,11
5080,ROSEL,8,11
5081,ROSSETE,8,0
5082,SAINOS,8,5
5083,SALAICES,8,5
5084,SALANUEVA,8,0
5085,SALIDO,8,16
5086,SALMON,8,12
5087,SAMPABLO,8,0
5088,SANCEN,8,11
5089,SANTA ANNA,8,5
5090,SANTA MARIA,8,5
5091,SEANEZ,8,6
5092,SETIEN,8,0
5093,SIMANCAS,8,5
5094,SIRIA,8,0
5095,SOLLANO,8,5
5096,SORROSA,8,12
5097,STGO,8,7
5098,SUCHIL,8,0
5099,TACU,8,0
5100,TALLEDOS,8,12
5101,TANAKA,8,0
5102,TARAZON,8,7
5103,TAXILAGA,8,7
5104,TECOCOATZI,8,6
5105,TECUAPA,8,5
5106,TECUAPETLA,8,0
5107,TEMICH,8,7
5108,TEODOCIO,8,10
5109,TEOFILO,8,13
5110,TEQUIDA,8,0
5111,TEXCAHUA,8,9
5112,TIERRA,8,0
5113,TLACOCUENTLA,8,0
5114,TLACUILO,8,6
5115,TLATOA,8,0
5116,TLAXCALA,8,10
5117,TLAZOLA,8,9
5118,TLILAYATZI,8,7
5119,TORIS,8,0
5120,TORQUEMADA,8,5
5121,TOTOSAUS,8,0
5122,TRIGOS,8,11
5123,TROAS,8,0
5124,TRUJILLO NARVAEZ,8,0
5125,TUCARI,8,0
5126,TUDON,8,18
5127,TULE,8,0
5128,TZONI,8,0
5129,URIEGAS,8,6
5130,URQUIETA,8,15
5131,VELDERRAIN,8,7
5132,VELEDIAZ,8,0
5133,VERJAN,8,10
5134,VERJEL,8,0
5135,VEYTIA,8,0
5136,VILDOZOLA,8,11
5137,VISCA,8,0
5138,VITORIN,8,7
5139,VIZUETH,8,11
5140,WALLES,8,0
